Member_number,Date,itemDescription,,istext
1740,30-10-2014,whole milk,,TRUE
4962,18-08-2014,napkins,,TRUE
1760,28-07-2014,margarine,,TRUE
3966,7/4/2014,whipped/sour cream,,FALSE
3317,16-06-2014,yogurt,,TRUE
1825,7/1/2014,UHT-milk,,FALSE
2204,9/10/2014,brown bread,,FALSE
1209,11/11/2014,long life bakery product,,FALSE
1574,28-02-2014,cat food,,TRUE
3203,22-07-2014,soda,,TRUE
2914,11/10/2014,other vegetables,,FALSE
1278,6/9/2014,hamburger meat,,FALSE
2813,17-02-2014,cake bar,,TRUE
1653,27-12-2014,cream cheese ,,TRUE
2301,23-04-2014,pastry,,TRUE
4074,11/3/2014,whole milk,,FALSE
1809,27-10-2014,cream cheese ,,TRUE
3972,4/5/2014,chewing gum,,FALSE
3938,23-04-2014,whipped/sour cream,,TRUE
4155,19-07-2014,curd,,TRUE
4959,30-12-2014,other vegetables,,TRUE
2518,27-11-2014,whole milk,,TRUE
1529,29-05-2014,margarine,,TRUE
3817,2/11/2014,rolls/buns,,FALSE
1034,28-04-2014,domestic eggs,,TRUE
4297,24-12-2014,other vegetables,,TRUE
4684,21-11-2014,white bread,,TRUE
2999,12/8/2014,whole milk,,FALSE
1097,12/10/2014,curd,,FALSE
4650,14-12-2014,soda,,TRUE
4958,27-04-2014,margarine,,TRUE
2515,1/9/2014,shopping bags,,FALSE
4911,28-06-2014,brown bread,,TRUE
1722,12/7/2014,soda,,FALSE
1350,19-02-2014,soda,,TRUE
2152,3/2/2014,other vegetables,,FALSE
2428,1/11/2014,domestic eggs,,FALSE
4231,4/2/2014,herbs,,FALSE
1413,3/12/2014,bottled water,,FALSE
2932,22-06-2014,tropical fruit,,TRUE
3935,12/4/2014,tropical fruit,,FALSE
3294,26-02-2014,whipped/sour cream,,TRUE
2306,13-12-2014,white bread,,TRUE
4252,28-04-2014,shopping bags,,TRUE
1325,29-03-2014,soda,,TRUE
3657,10/7/2014,specialty chocolate,,FALSE
3592,17-04-2014,root vegetables,,TRUE
2797,8/8/2014,other vegetables,,FALSE
2663,20-01-2014,tropical fruit,,TRUE
1998,15-02-2014,whipped/sour cream,,TRUE
4412,30-07-2014,curd,,TRUE
2205,28-10-2014,tropical fruit,,TRUE
4301,24-12-2014,herbs,,TRUE
3021,29-10-2014,soda,,TRUE
4131,8/10/2014,root vegetables,,FALSE
2400,26-08-2014,pip fruit,,TRUE
2394,18-06-2014,whipped/sour cream,,TRUE
2019,6/12/2014,frozen meals,,FALSE
3969,5/9/2014,waffles,,FALSE
1797,26-07-2014,detergent,,TRUE
2336,31-05-2014,shopping bags,,TRUE
2041,8/4/2014,rolls/buns,,FALSE
4624,6/6/2014,vinegar,,FALSE
3221,16-01-2014,bottled water,,TRUE
3327,13-10-2014,other vegetables,,TRUE
3642,15-04-2014,long life bakery product,,TRUE
4525,21-07-2014,bottled beer,,TRUE
3820,10/5/2014,yogurt,,FALSE
4235,18-10-2014,oil,,TRUE
2437,9/10/2014,white bread,,FALSE
3068,25-05-2014,whole milk,,TRUE
2990,24-04-2014,curd,,TRUE
2942,17-08-2014,cream cheese ,,TRUE
2980,17-01-2014,bottled beer,,TRUE
1169,29-05-2014,newspapers,,TRUE
3663,16-06-2014,root vegetables,,TRUE
2439,6/6/2014,bottled beer,,FALSE
1289,10/8/2014,yogurt,,FALSE
1489,6/1/2014,newspapers,,FALSE
1523,9/11/2014,other vegetables,,FALSE
1432,18-09-2014,long life bakery product,,TRUE
4569,28-07-2014,pastry,,TRUE
2737,27-08-2014,frozen vegetables,,TRUE
2823,17-10-2014,frozen vegetables,,TRUE
1507,14-09-2014,flower (seeds),,TRUE
1103,25-05-2014,pastry,,TRUE
4975,6/1/2014,berries,,FALSE
4311,6/12/2014,roll products ,,FALSE
3915,5/12/2014,soda,,FALSE
2602,4/2/2014,prosecco,,FALSE
4684,7/2/2014,soda,,FALSE
3382,1/9/2014,tropical fruit,,FALSE
1706,13-11-2014,grapes,,TRUE
3524,30-11-2014,newspapers,,TRUE
1085,24-04-2014,shopping bags,,TRUE
3284,4/1/2014,yogurt,,FALSE
3493,26-03-2014,frozen dessert,,TRUE
3701,25-08-2014,pet care,,TRUE
1761,26-07-2014,UHT-milk,,TRUE
4216,21-01-2014,brown bread,,TRUE
1885,11/3/2014,bottled water,,FALSE
3620,14-09-2014,soda,,TRUE
4214,31-08-2014,dog food,,TRUE
2109,21-03-2014,whipped/sour cream,,TRUE
1925,3/6/2014,long life bakery product,,FALSE
2164,27-10-2014,spices,,TRUE
3765,11/8/2014,processed cheese,,FALSE
1632,30-05-2014,white bread,,TRUE
1134,4/12/2014,oil,,FALSE
1445,2/5/2014,chocolate,,FALSE
2472,15-06-2014,whole milk,,TRUE
2315,20-02-2014,bottled beer,,TRUE
2141,21-02-2014,yogurt,,TRUE
4112,22-04-2014,frozen vegetables,,TRUE
3438,2/6/2014,rolls/buns,,FALSE
4442,5/1/2014,baking powder,,FALSE
4090,16-09-2014,pot plants,,TRUE
2399,1/8/2014,chocolate,,FALSE
4873,22-03-2014,newspapers,,TRUE
2215,12/9/2014,newspapers,,FALSE
3182,28-09-2014,bottled beer,,TRUE
4814,26-08-2014,long life bakery product,,TRUE
2132,30-01-2014,candy,,TRUE
4804,17-09-2014,abrasive cleaner,,TRUE
1252,28-08-2014,other vegetables,,TRUE
4058,18-12-2014,butter milk,,TRUE
3389,7/12/2014,butter milk,,FALSE
4645,4/12/2014,soda,,FALSE
1722,28-08-2014,whole milk,,TRUE
1021,30-05-2014,butter,,TRUE
1657,12/5/2014,whole milk,,FALSE
2107,8/1/2014,coffee,,FALSE
2183,7/6/2014,vinegar,,FALSE
2094,7/5/2014,shopping bags,,FALSE
1477,21-11-2014,frozen vegetables,,TRUE
4211,16-09-2014,pastry,,TRUE
4046,26-11-2014,salty snack,,TRUE
4836,28-05-2014,curd,,TRUE
3773,17-03-2014,baking powder,,TRUE
1774,26-11-2014,white bread,,TRUE
2158,23-06-2014,newspapers,,TRUE
2154,31-05-2014,pastry,,TRUE
1991,13-05-2014,newspapers,,TRUE
3502,9/9/2014,artif. sweetener,,FALSE
3465,19-02-2014,yogurt,,TRUE
1235,25-06-2014,curd,,TRUE
2978,27-08-2014,pot plants,,TRUE
1809,2/1/2014,hard cheese,,FALSE
3359,25-07-2014,misc. beverages,,TRUE
4877,27-08-2014,shopping bags,,TRUE
3956,20-05-2014,chocolate,,TRUE
3716,13-05-2014,chewing gum,,TRUE
2408,10/11/2014,brown bread,,FALSE
3549,10/6/2014,other vegetables,,FALSE
1863,24-11-2014,rice,,TRUE
4956,4/3/2014,whole milk,,FALSE
2771,25-06-2014,rolls/buns,,TRUE
2507,15-05-2014,pastry,,TRUE
2193,26-11-2014,chocolate,,TRUE
1504,29-12-2014,curd,,TRUE
1393,25-06-2014,dessert,,TRUE
3852,31-08-2014,other vegetables,,TRUE
1911,10/3/2014,pastry,,FALSE
1627,11/8/2014,hygiene articles,,FALSE
3387,9/5/2014,sliced cheese,,FALSE
1931,8/12/2014,soft cheese,,FALSE
4316,28-02-2014,shopping bags,,TRUE
3872,4/4/2014,condensed milk,,FALSE
1492,2/5/2014,rolls/buns,,FALSE
2898,23-07-2014,pasta,,TRUE
3832,12/1/2014,shopping bags,,FALSE
3887,24-09-2014,shopping bags,,TRUE
1823,16-04-2014,rolls/buns,,TRUE
1418,2/12/2014,pastry,,FALSE
3931,9/10/2014,coffee,,FALSE
2059,15-03-2014,curd,,TRUE
1004,4/2/2014,whole milk,,FALSE
1507,4/4/2014,baking powder,,FALSE
3185,4/3/2014,specialty bar,,FALSE
3369,18-07-2014,yogurt,,TRUE
3407,1/9/2014,cream cheese ,,FALSE
1610,23-12-2014,pastry,,TRUE
2291,26-03-2014,domestic eggs,,TRUE
4868,4/4/2014,butter milk,,FALSE
1051,17-09-2014,coffee,,TRUE
1785,23-02-2014,organic sausage,,TRUE
4097,3/10/2014,soda,,FALSE
1207,9/12/2014,yogurt,,FALSE
4002,13-01-2014,flour,,TRUE
4266,2/9/2014,roll products ,,FALSE
2873,28-01-2014,citrus fruit,,TRUE
4220,5/5/2014,rolls/buns,,FALSE
1218,28-05-2014,cling film/bags,,TRUE
4956,5/7/2014,salt,,FALSE
2688,23-01-2014,brown bread,,TRUE
1082,13-05-2014,margarine,,TRUE
3844,13-11-2014,pickled vegetables,,TRUE
4314,5/10/2014,oil,,FALSE
4404,13-03-2014,brown bread,,TRUE
4388,18-02-2014,UHT-milk,,TRUE
2547,9/3/2014,rolls/buns,,FALSE
2157,2/6/2014,chocolate marshmallow,,FALSE
1118,7/11/2014,processed cheese,,FALSE
3941,10/11/2014,curd,,FALSE
1799,16-12-2014,condensed milk,,TRUE
2869,2/8/2014,bottled beer,,FALSE
3161,9/10/2014,coffee,,FALSE
3008,15-04-2014,pip fruit,,TRUE
1619,20-07-2014,napkins,,TRUE
1970,5/6/2014,whole milk,,FALSE
2860,11/1/2014,yogurt,,FALSE
3456,24-12-2014,margarine,,TRUE
4394,18-07-2014,cream cheese ,,TRUE
1027,14-05-2014,salt,,TRUE
3466,31-05-2014,rolls/buns,,TRUE
2810,8/2/2014,frozen meals,,FALSE
1023,30-12-2014,whipped/sour cream,,TRUE
3045,29-01-2014,other vegetables,,TRUE
4200,23-06-2014,salty snack,,TRUE
4280,6/9/2014,butter milk,,FALSE
4257,3/2/2014,yogurt,,FALSE
3720,22-03-2014,beverages,,TRUE
3927,26-09-2014,sugar,,TRUE
1269,7/10/2014,frozen meals,,FALSE
2907,19-12-2014,pastry,,TRUE
3784,30-04-2014,waffles,,TRUE
4770,15-05-2014,pastry,,TRUE
3287,13-05-2014,other vegetables,,TRUE
4003,14-11-2014,processed cheese,,TRUE
1723,21-07-2014,newspapers,,TRUE
3832,23-03-2014,pasta,,TRUE
3758,2/1/2014,domestic eggs,,FALSE
3881,4/6/2014,waffles,,FALSE
3596,21-01-2014,rolls/buns,,TRUE
4765,8/1/2014,spread cheese,,FALSE
4304,18-07-2014,white bread,,TRUE
2065,28-11-2014,whipped/sour cream,,TRUE
1935,24-04-2014,sweet spreads,,TRUE
1764,20-09-2014,ketchup,,TRUE
3565,15-04-2014,curd,,TRUE
3559,17-07-2014,other vegetables,,TRUE
2499,20-07-2014,napkins,,TRUE
1474,13-08-2014,whole milk,,TRUE
2289,5/2/2014,shopping bags,,FALSE
1522,7/1/2014,waffles,,FALSE
1887,8/7/2014,yogurt,,FALSE
3109,25-03-2014,coffee,,TRUE
3998,10/9/2014,canned fish,,FALSE
3181,8/5/2014,beverages,,FALSE
1813,1/12/2014,chocolate,,FALSE
3171,17-10-2014,specialty chocolate,,TRUE
4944,20-01-2014,salty snack,,TRUE
4710,17-02-2014,salty snack,,TRUE
2104,2/7/2014,domestic eggs,,FALSE
1743,1/12/2014,whipped/sour cream,,FALSE
2949,1/6/2014,other vegetables,,FALSE
4416,2/10/2014,yogurt,,FALSE
2000,4/7/2014,bottled beer,,FALSE
4114,27-03-2014,yogurt,,TRUE
1435,6/2/2014,baking powder,,FALSE
3841,29-07-2014,butter,,TRUE
3323,6/3/2014,fruit/vegetable juice,,FALSE
1184,24-06-2014,whole milk,,TRUE
3378,13-03-2014,bottled water,,TRUE
1561,17-10-2014,onions,,TRUE
2817,25-09-2014,soda,,TRUE
4272,25-11-2014,specialty chocolate,,TRUE
4376,25-05-2014,whipped/sour cream,,TRUE
3867,24-07-2014,domestic eggs,,TRUE
1702,12/1/2014,pip fruit,,FALSE
2381,27-04-2014,processed cheese,,TRUE
1948,23-09-2014,whole milk,,TRUE
2868,22-04-2014,other vegetables,,TRUE
4531,12/5/2014,cat food,,FALSE
1370,9/9/2014,yogurt,,FALSE
1102,30-09-2014,beverages,,TRUE
2473,9/11/2014,hard cheese,,FALSE
2266,30-08-2014,brown bread,,TRUE
1655,4/11/2014,white wine,,FALSE
2649,2/8/2014,shopping bags,,FALSE
1740,21-02-2014,soda,,TRUE
4617,18-11-2014,bottled water,,TRUE
2921,4/3/2014,bottled water,,FALSE
2533,23-12-2014,yogurt,,TRUE
3168,26-03-2014,tropical fruit,,TRUE
2993,23-10-2014,domestic eggs,,TRUE
4292,6/4/2014,salt,,FALSE
1674,30-06-2014,ice cream,,TRUE
2092,1/4/2014,salty snack,,FALSE
1062,7/11/2014,whipped/sour cream,,FALSE
1015,28-06-2014,rolls/buns,,TRUE
4149,11/2/2014,ice cream,,FALSE
3476,5/2/2014,rolls/buns,,FALSE
4786,13-07-2014,seasonal products,,TRUE
2054,6/8/2014,liquor (appetizer),,FALSE
2518,6/12/2014,cream cheese ,,FALSE
4771,26-12-2014,chewing gum,,TRUE
4666,27-09-2014,other vegetables,,TRUE
4513,30-01-2014,soft cheese,,TRUE
1225,29-11-2014,soda,,TRUE
3496,11/8/2014,salt,,FALSE
1720,13-09-2014,vinegar,,TRUE
4091,31-03-2014,cat food,,TRUE
3477,17-07-2014,bottled water,,TRUE
3227,20-08-2014,shopping bags,,TRUE
2123,6/6/2014,long life bakery product,,FALSE
4837,17-12-2014,cat food,,TRUE
4316,31-08-2014,detergent,,TRUE
3263,30-06-2014,sugar,,TRUE
3421,13-06-2014,pastry,,TRUE
4819,23-04-2014,domestic eggs,,TRUE
1294,7/10/2014,butter milk,,FALSE
1309,6/5/2014,pickled vegetables,,FALSE
2589,7/6/2014,bottled water,,FALSE
1234,14-04-2014,shopping bags,,TRUE
2685,12/4/2014,fruit/vegetable juice,,FALSE
1395,24-11-2014,butter,,TRUE
2480,1/3/2014,salty snack,,FALSE
4303,17-01-2014,shopping bags,,TRUE
3915,24-09-2014,shopping bags,,TRUE
3646,12/5/2014,dessert,,FALSE
2443,22-05-2014,white wine,,TRUE
4616,16-10-2014,hard cheese,,TRUE
2325,6/5/2014,specialty chocolate,,FALSE
1660,15-06-2014,sliced cheese,,TRUE
3982,22-11-2014,brown bread,,TRUE
3181,7/10/2014,salty snack,,FALSE
3251,20-10-2014,shopping bags,,TRUE
4846,28-10-2014,salty snack,,TRUE
4511,18-08-2014,cream cheese ,,TRUE
1689,19-09-2014,pastry,,TRUE
3789,10/3/2014,soda,,FALSE
2737,26-12-2014,shopping bags,,TRUE
1374,1/9/2014,bottled water,,FALSE
3948,20-02-2014,shopping bags,,TRUE
4544,15-05-2014,sugar,,TRUE
2758,30-06-2014,yogurt,,TRUE
1659,5/7/2014,yogurt,,FALSE
4988,13-12-2014,frozen vegetables,,TRUE
4073,26-04-2014,misc. beverages,,TRUE
1212,25-05-2014,domestic eggs,,TRUE
3657,29-05-2014,rolls/buns,,TRUE
1187,8/6/2014,soda,,FALSE
4251,2/7/2014,whole milk,,FALSE
1100,20-02-2014,pasta,,TRUE
1410,23-05-2014,condensed milk,,TRUE
3871,16-08-2014,margarine,,TRUE
1756,22-09-2014,skin care,,TRUE
4780,16-08-2014,yogurt,,TRUE
4435,27-01-2014,flour,,TRUE
3212,9/4/2014,soda,,FALSE
2871,3/5/2014,dessert,,FALSE
2645,23-10-2014,bottled water,,TRUE
3469,11/4/2014,whole milk,,FALSE
2349,12/10/2014,dishes,,FALSE
3247,3/9/2014,candy,,FALSE
1202,21-04-2014,oil,,TRUE
1512,29-04-2014,fruit/vegetable juice,,TRUE
3294,1/3/2014,other vegetables,,FALSE
3142,12/2/2014,whole milk,,FALSE
4632,18-09-2014,soda,,TRUE
3411,30-11-2014,margarine,,TRUE
1200,27-02-2014,detergent,,TRUE
1107,26-09-2014,rolls/buns,,TRUE
4070,8/3/2014,soft cheese,,FALSE
3901,30-11-2014,coffee,,TRUE
3615,13-06-2014,whole milk,,TRUE
3857,30-12-2014,other vegetables,,TRUE
3142,1/9/2014,cream cheese ,,FALSE
2011,18-05-2014,soda,,TRUE
3414,2/4/2014,cream cheese ,,FALSE
3013,25-03-2014,rice,,TRUE
3053,13-12-2014,other vegetables,,TRUE
2270,18-12-2014,domestic eggs,,TRUE
3844,25-09-2014,coffee,,TRUE
1578,29-11-2014,newspapers,,TRUE
1364,11/8/2014,bottled water,,FALSE
4902,21-11-2014,rolls/buns,,TRUE
2696,23-12-2014,seasonal products,,TRUE
1449,18-07-2014,other vegetables,,TRUE
3277,30-08-2014,beef,,TRUE
1719,14-11-2014,bottled water,,TRUE
3111,30-10-2014,grapes,,TRUE
4135,22-02-2014,spices,,TRUE
2261,21-01-2014,oil,,TRUE
3835,15-10-2014,bottled beer,,TRUE
4379,26-08-2014,salty snack,,TRUE
4284,6/10/2014,soups,,FALSE
2815,23-09-2014,butter,,TRUE
4394,14-02-2014,berries,,TRUE
1400,11/10/2014,fruit/vegetable juice,,FALSE
2964,3/10/2014,male cosmetics,,FALSE
2457,9/7/2014,frozen fish,,FALSE
3725,8/3/2014,UHT-milk,,FALSE
2041,19-06-2014,yogurt,,TRUE
1259,10/6/2014,coffee,,FALSE
1235,4/10/2014,other vegetables,,FALSE
4820,2/7/2014,male cosmetics,,FALSE
4690,20-12-2014,condensed milk,,TRUE
4308,29-11-2014,sliced cheese,,TRUE
2944,31-07-2014,specialty fat,,TRUE
4809,21-06-2014,soda,,TRUE
2803,4/3/2014,rubbing alcohol,,FALSE
2925,24-11-2014,flour,,TRUE
4329,6/4/2014,butter milk,,FALSE
2811,20-06-2014,frozen vegetables,,TRUE
1527,29-01-2014,domestic eggs,,TRUE
2909,6/9/2014,ice cream,,FALSE
2045,11/4/2014,whole milk,,FALSE
2170,24-02-2014,root vegetables,,TRUE
3962,15-11-2014,butter,,TRUE
3065,14-03-2014,whole milk,,TRUE
1425,6/2/2014,root vegetables,,FALSE
2692,4/10/2014,sugar,,FALSE
4893,27-06-2014,whipped/sour cream,,TRUE
1528,1/2/2014,tropical fruit,,FALSE
2587,29-10-2014,margarine,,TRUE
4065,13-01-2014,pastry,,TRUE
1616,7/11/2014,pastry,,FALSE
1476,16-01-2014,coffee,,TRUE
3133,12/7/2014,margarine,,FALSE
4770,22-02-2014,fruit/vegetable juice,,TRUE
4725,19-12-2014,shopping bags,,TRUE
3293,17-10-2014,soda,,TRUE
3244,21-06-2014,root vegetables,,TRUE
4941,9/9/2014,soda,,FALSE
4840,27-08-2014,long life bakery product,,TRUE
3439,14-05-2014,liquor (appetizer),,TRUE
4609,1/5/2014,spices,,FALSE
3818,11/3/2014,whole milk,,FALSE
1001,12/12/2014,soda,,FALSE
4523,11/7/2014,red/blush wine,,FALSE
2349,28-05-2014,whole milk,,TRUE
2026,7/1/2014,margarine,,FALSE
3587,3/8/2014,shopping bags,,FALSE
3959,5/7/2014,whipped/sour cream,,FALSE
2901,9/8/2014,curd,,FALSE
2689,19-04-2014,brown bread,,TRUE
1844,27-04-2014,pastry,,TRUE
3629,5/7/2014,cream cheese ,,FALSE
4991,28-08-2014,other vegetables,,TRUE
1003,15-10-2014,detergent,,TRUE
4455,18-06-2014,canned fish,,TRUE
2662,5/12/2014,artif. sweetener,,FALSE
2948,20-07-2014,shopping bags,,TRUE
4281,14-08-2014,hard cheese,,TRUE
1880,17-09-2014,red/blush wine,,TRUE
4858,17-08-2014,whole milk,,TRUE
2907,25-03-2014,fruit/vegetable juice,,TRUE
2339,28-01-2014,chocolate,,TRUE
3479,6/6/2014,pip fruit,,FALSE
2562,14-11-2014,root vegetables,,TRUE
3204,29-05-2014,yogurt,,TRUE
3200,27-10-2014,oil,,TRUE
4950,20-04-2014,shopping bags,,TRUE
1279,13-02-2014,butter,,TRUE
2245,19-02-2014,canned beer,,TRUE
1856,26-04-2014,whole milk,,TRUE
1966,23-10-2014,white bread,,TRUE
1714,22-01-2014,zwieback,,TRUE
2133,4/12/2014,curd,,FALSE
1147,4/3/2014,detergent,,FALSE
4991,20-01-2014,hygiene articles,,TRUE
2850,18-01-2014,UHT-milk,,TRUE
4159,11/7/2014,cat food,,FALSE
1902,14-12-2014,whipped/sour cream,,TRUE
4675,9/7/2014,specialty fat,,FALSE
4544,29-10-2014,cake bar,,TRUE
4715,10/12/2014,snack products,,FALSE
2020,1/2/2014,fruit/vegetable juice,,FALSE
3814,5/1/2014,red/blush wine,,FALSE
3351,13-06-2014,bottled beer,,TRUE
1721,7/3/2014,soda,,FALSE
4365,23-01-2014,UHT-milk,,TRUE
3724,5/7/2014,white wine,,FALSE
3160,13-11-2014,yogurt,,TRUE
3786,2/4/2014,pastry,,FALSE
1204,12/1/2014,chocolate,,FALSE
1240,15-07-2014,hard cheese,,TRUE
2504,10/2/2014,butter,,FALSE
4897,13-06-2014,rolls/buns,,TRUE
3491,11/12/2014,whole milk,,FALSE
3046,22-08-2014,frozen vegetables,,TRUE
4820,23-04-2014,long life bakery product,,TRUE
4898,3/4/2014,long life bakery product,,FALSE
2919,14-01-2014,curd,,TRUE
1354,4/5/2014,hard cheese,,FALSE
4424,31-08-2014,herbs,,TRUE
1320,19-07-2014,bottled beer,,TRUE
4422,19-10-2014,bottled water,,TRUE
3533,22-08-2014,other vegetables,,TRUE
3721,10/12/2014,bottled beer,,FALSE
3107,2/1/2014,whole milk,,FALSE
4908,13-11-2014,kitchen towels,,TRUE
1684,26-02-2014,white bread,,TRUE
3452,23-12-2014,rolls/buns,,TRUE
4052,17-05-2014,specialty vegetables,,TRUE
1520,30-04-2014,berries,,TRUE
2063,26-05-2014,other vegetables,,TRUE
2353,14-11-2014,coffee,,TRUE
3450,20-05-2014,pastry,,TRUE
4056,3/10/2014,domestic eggs,,FALSE
4865,20-05-2014,whipped/sour cream,,TRUE
1395,20-05-2014,shopping bags,,TRUE
2325,27-02-2014,pastry,,TRUE
4887,2/1/2014,soap,,FALSE
3356,30-09-2014,fruit/vegetable juice,,TRUE
3827,11/9/2014,soda,,FALSE
1546,2/4/2014,canned fish,,FALSE
1327,4/12/2014,sugar,,FALSE
2682,20-02-2014,other vegetables,,TRUE
4937,22-06-2014,fruit/vegetable juice,,TRUE
3817,24-11-2014,frozen meals,,TRUE
4314,27-01-2014,whole milk,,TRUE
4146,3/1/2014,root vegetables,,FALSE
4749,11/9/2014,dessert,,FALSE
3222,16-01-2014,sliced cheese,,TRUE
1937,7/3/2014,spread cheese,,FALSE
1440,1/1/2014,yogurt,,FALSE
1682,5/7/2014,dessert,,FALSE
1421,30-08-2014,soda,,TRUE
2774,26-03-2014,shopping bags,,TRUE
2009,11/12/2014,prosecco,,FALSE
1366,19-02-2014,brown bread,,TRUE
1432,12/3/2014,bottled beer,,FALSE
2758,24-10-2014,other vegetables,,TRUE
1209,5/3/2014,shopping bags,,FALSE
3695,12/10/2014,rolls/buns,,FALSE
1353,12/9/2014,baking powder,,FALSE
4351,26-11-2014,rolls/buns,,TRUE
4277,3/8/2014,butter,,FALSE
4532,13-11-2014,fruit/vegetable juice,,TRUE
4281,9/3/2014,hard cheese,,FALSE
2025,13-11-2014,bottled beer,,TRUE
1708,9/7/2014,whole milk,,FALSE
3153,21-06-2014,whipped/sour cream,,TRUE
4584,22-04-2014,bottled beer,,TRUE
3948,10/4/2014,whole milk,,FALSE
4082,3/8/2014,pip fruit,,FALSE
1169,15-01-2014,rolls/buns,,TRUE
1220,16-11-2014,pasta,,TRUE
1438,18-05-2014,coffee,,TRUE
2071,31-07-2014,butter,,TRUE
4802,10/8/2014,cooking chocolate,,FALSE
2868,15-06-2014,pickled vegetables,,TRUE
2390,28-11-2014,other vegetables,,TRUE
3649,23-09-2014,pip fruit,,TRUE
1834,21-12-2014,baking powder,,TRUE
1578,26-03-2014,beverages,,TRUE
4060,11/10/2014,rolls/buns,,FALSE
3717,27-01-2014,frozen meals,,TRUE
1501,3/11/2014,detergent,,FALSE
4654,6/5/2014,frozen vegetables,,FALSE
1022,22-02-2014,napkins,,TRUE
4822,2/7/2014,brown bread,,FALSE
4473,3/6/2014,other vegetables,,FALSE
1099,29-08-2014,instant coffee,,TRUE
2020,11/4/2014,rolls/buns,,FALSE
4227,25-07-2014,long life bakery product,,TRUE
1113,2/2/2014,canned beer,,FALSE
4542,5/12/2014,soap,,FALSE
1607,5/10/2014,onions,,FALSE
4825,23-04-2014,citrus fruit,,TRUE
4467,11/1/2014,UHT-milk,,FALSE
3146,7/2/2014,other vegetables,,FALSE
3508,10/3/2014,pastry,,FALSE
4712,3/11/2014,newspapers,,FALSE
3535,16-02-2014,rolls/buns,,TRUE
4404,10/10/2014,coffee,,FALSE
2934,30-10-2014,butter milk,,TRUE
4080,23-04-2014,whipped/sour cream,,TRUE
1266,27-08-2014,sliced cheese,,TRUE
4244,5/12/2014,processed cheese,,FALSE
2545,13-04-2014,whole milk,,TRUE
3427,5/6/2014,yogurt,,FALSE
2174,18-09-2014,cereals,,TRUE
3849,9/10/2014,shopping bags,,FALSE
4015,10/11/2014,pastry,,FALSE
3123,15-12-2014,sliced cheese,,TRUE
3366,19-12-2014,white bread,,TRUE
4916,7/11/2014,canned beer,,FALSE
4698,24-07-2014,curd,,TRUE
1137,16-05-2014,canned beer,,TRUE
1781,15-03-2014,yogurt,,TRUE
1519,28-10-2014,oil,,TRUE
4262,17-08-2014,newspapers,,TRUE
4625,3/1/2014,whipped/sour cream,,FALSE
4823,22-02-2014,candy,,TRUE
2669,20-03-2014,whipped/sour cream,,TRUE
1417,14-10-2014,cream cheese ,,TRUE
2311,26-10-2014,pastry,,TRUE
4387,22-10-2014,detergent,,TRUE
4833,17-08-2014,whole milk,,TRUE
1002,26-04-2014,whole milk,,TRUE
1019,10/12/2014,red/blush wine,,FALSE
1548,1/10/2014,bottled beer,,FALSE
2350,3/4/2014,canned fish,,FALSE
4599,23-04-2014,chocolate,,TRUE
2983,28-02-2014,specialty chocolate,,TRUE
1994,21-07-2014,bottled beer,,TRUE
2611,16-02-2014,margarine,,TRUE
2649,3/9/2014,liqueur,,FALSE
4941,12/6/2014,canned beer,,FALSE
1836,13-04-2014,sugar,,TRUE
1878,9/6/2014,canned beer,,FALSE
3184,10/9/2014,domestic eggs,,FALSE
1924,20-05-2014,white bread,,TRUE
3266,30-10-2014,rolls/buns,,TRUE
4807,21-05-2014,frozen fish,,TRUE
1746,21-03-2014,margarine,,TRUE
3267,27-03-2014,beverages,,TRUE
3216,2/11/2014,rolls/buns,,FALSE
3629,5/11/2014,chocolate,,FALSE
1142,22-05-2014,soups,,TRUE
1178,15-06-2014,shopping bags,,TRUE
2391,1/11/2014,misc. beverages,,FALSE
1753,30-07-2014,pastry,,TRUE
4607,9/6/2014,specialty bar,,FALSE
2762,27-10-2014,red/blush wine,,TRUE
1959,23-03-2014,rolls/buns,,TRUE
2776,14-05-2014,butter,,TRUE
4554,18-07-2014,margarine,,TRUE
4367,22-08-2014,shopping bags,,TRUE
3265,9/7/2014,pastry,,FALSE
4665,12/1/2014,rolls/buns,,FALSE
4224,6/10/2014,processed cheese,,FALSE
1759,28-07-2014,flour,,TRUE
4712,21-09-2014,butter milk,,TRUE
1364,7/1/2014,frozen dessert,,FALSE
4465,4/1/2014,frozen potato products,,FALSE
4635,2/2/2014,root vegetables,,FALSE
1852,4/1/2014,chocolate,,FALSE
4551,7/1/2014,pastry,,FALSE
1134,18-02-2014,newspapers,,TRUE
3151,20-08-2014,margarine,,TRUE
2593,16-04-2014,yogurt,,TRUE
2318,10/12/2014,whipped/sour cream,,FALSE
1483,13-01-2014,pip fruit,,TRUE
1892,5/8/2014,waffles,,FALSE
4184,17-09-2014,rolls/buns,,TRUE
2741,10/8/2014,canned beer,,FALSE
2461,24-01-2014,pastry,,TRUE
3608,24-01-2014,spread cheese,,TRUE
3038,30-12-2014,yogurt,,TRUE
1772,4/2/2014,red/blush wine,,FALSE
3548,20-10-2014,mayonnaise,,TRUE
3010,11/5/2014,sliced cheese,,FALSE
4010,11/8/2014,other vegetables,,FALSE
4466,14-07-2014,soda,,TRUE
4191,5/8/2014,white bread,,FALSE
1578,24-08-2014,citrus fruit,,TRUE
2837,13-10-2014,soda,,TRUE
